,Year,Player,Year Position,Career Position,Age,Ht(inches),Ht.(cm),Wt.(lbs),Wt.(kgs),DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Game,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
2651,1995.0,Carlos Rogers,C,C-F,23.0,6-11,211.0,220.0,99.0,170.0,22.0,52.0,278.0,108.0,37.0,438.0,180.0,340.0,0.529,0.532,2.0,14.0,0.14300000000000002,178.0,326.0,0.546,76.0,146.0,0.521,84.0,124.0,49.0,18.0,1017.0,GSW,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,14.3
2652,1996.0,Carlos Rogers,PF,C-F,24.0,6-11,211.0,220.0,99.0,90.0,25.0,48.0,170.0,80.0,35.0,430.0,178.0,344.0,0.517,0.522,3.0,21.0,0.14300000000000002,175.0,323.0,0.542,71.0,130.0,0.546,61.0,87.0,56.0,18.0,1043.0,TOR,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,13.9
2653,1997.0,Carlos Rogers,PF,C-F,25.0,6-11,211.0,220.0,99.0,184.0,42.0,69.0,304.0,120.0,37.0,551.0,212.0,404.0,0.525,0.556,25.0,66.0,0.379,187.0,338.0,0.5529999999999999,102.0,170.0,0.6,53.0,140.0,56.0,3.0,1397.0,TOR,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,17.0
2654,1998.0,Carlos Rogers,PF,C-F,26.0,6-11,211.0,220.0,99.0,32.0,10.0,8.0,67.0,35.0,18.0,112.0,47.0,91.0,0.516,0.516,0.0,2.0,0.0,47.0,89.0,0.528,18.0,32.0,0.563,14.0,35.0,21.0,0.0,376.0,TOT,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,12.7
2655,1998.0,Carlos Rogers,PF,C-F,26.0,6-11,211.0,220.0,99.0,31.0,9.0,8.0,65.0,34.0,16.0,108.0,45.0,87.0,0.517,0.517,0.0,1.0,0.0,45.0,86.0,0.523,18.0,32.0,0.563,13.0,34.0,18.0,0.0,351.0,TOR,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,13.1
2656,1998.0,Carlos Rogers,PF,C-F,26.0,6-11,211.0,220.0,99.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,4.0,0.5,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.0,0.0,,1.0,1.0,3.0,0.0,25.0,POR,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,8.1
2657,1999.0,Carlos Rogers,PF,C-F,27.0,6-11,211.0,220.0,99.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,0.25,0.0,2.0,2.0,0.0,8.0,POR,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,23.3
2658,2000.0,Carlos Rogers,C,C-F,28.0,6-11,211.0,220.0,99.0,177.0,14.0,34.0,275.0,98.0,42.0,422.0,170.0,324.0,0.525,0.526,1.0,14.0,0.071,169.0,310.0,0.545,81.0,137.0,0.591,63.0,77.0,53.0,15.0,1101.0,HOU,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,15.2
2659,2001.0,Carlos Rogers,C,C-F,29.0,6-11,211.0,220.0,99.0,91.0,10.0,18.0,139.0,48.0,9.0,179.0,75.0,110.0,0.682,0.682,0.0,1.0,0.0,75.0,109.0,0.688,29.0,52.0,0.5579999999999999,17.0,33.0,39.0,0.0,544.0,HOU,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,18.1
2660,2002.0,Carlos Rogers,C,C-F,30.0,6-11,211.0,220.0,99.0,24.0,5.0,6.0,38.0,14.0,3.0,59.0,24.0,43.0,0.5579999999999999,0.57,1.0,6.0,0.16699999999999998,23.0,37.0,0.622,10.0,19.0,0.526,5.0,17.0,22.0,1.0,168.0,IND,1971.0,"February 6, 1971",Detroit,Michigan,Tennessee State University,Tennessee State University,15.3
2718,1999.0,Casey Shaw,C,C,23.0,6-11,211.0,260.0,117.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,8.0,0.125,0.125,0.0,0.0,,1.0,8.0,0.125,0.0,0.0,,2.0,2.0,9.0,0.0,14.0,PHI,1975.0,"July 20, 1975",Lebanon,Ohio,University of Toledo,University of Toledo,-14.9
2756,1996.0,Cedric Lewis,C,F-C,26.0,6-10,208.0,235.0,106.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,0.667,0.667,0.0,0.0,,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,3.0,0.0,4.0,WSB,1969.0,"September 24, 1969",Washington,District of Columbia,University of Maryland,University of Maryland,62.7
2778,1982.0,Cedrick Hordges,PF,F-C,25.0,6-8,203.0,220.0,99.0,276.0,26.0,19.0,395.0,119.0,65.0,527.0,204.0,414.0,0.493,0.496,3.0,13.0,0.231,201.0,401.0,0.501,116.0,199.0,0.583,111.0,230.0,77.0,1.0,1372.0,DEN,1957.0,"January 8, 1957",Montgomery,Alabama,University of South Carolina,University of South Carolina,10.4
2779,1994.0,Chad Gallagher,C,C,24.0,6-10,208.0,255.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,,3.0,3.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,3.0,UTA,1969.0,"May 30, 1969",Rockford,Illinois,Creighton University,Creighton University,66.8
2789,2006.0,Channing Frye,C,C-F,22.0,6-11,211.0,255.0,115.0,236.0,30.0,47.0,374.0,138.0,53.0,802.0,305.0,640.0,0.47700000000000004,0.479,3.0,9.0,0.33299999999999996,302.0,631.0,0.479,189.0,229.0,0.825,97.0,200.0,65.0,14.0,1572.0,NYK,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,18.1
2790,2007.0,Channing Frye,PF,C-F,23.0,6-11,211.0,255.0,115.0,304.0,36.0,42.0,395.0,91.0,67.0,684.0,298.0,689.0,0.433,0.435,3.0,18.0,0.16699999999999998,295.0,671.0,0.44,85.0,108.0,0.787,100.0,216.0,72.0,59.0,1896.0,NYK,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,10.5
2791,2008.0,Channing Frye,C,C-F,24.0,6-11,211.0,255.0,115.0,247.0,29.0,27.0,354.0,107.0,57.0,530.0,221.0,453.0,0.488,0.491,3.0,10.0,0.3,218.0,443.0,0.49200000000000005,85.0,109.0,0.78,55.0,208.0,78.0,20.0,1342.0,POR,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,14.8
2792,2009.0,Channing Frye,PF,C-F,25.0,6-11,211.0,255.0,115.0,99.0,17.0,16.0,140.0,41.0,24.0,263.0,113.0,267.0,0.423,0.444,11.0,33.0,0.33299999999999996,102.0,234.0,0.436,26.0,36.0,0.722,29.0,106.0,63.0,1.0,746.0,POR,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,10.0
2793,2010.0,Channing Frye,C,C-F,26.0,6-11,211.0,255.0,115.0,361.0,64.0,74.0,427.0,66.0,113.0,904.0,317.0,703.0,0.451,0.573,172.0,392.0,0.439,145.0,311.0,0.466,98.0,121.0,0.81,73.0,263.0,81.0,41.0,2190.0,PHO,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,15.0
2794,2011.0,Channing Frye,PF,C-F,27.0,6-11,211.0,255.0,115.0,448.0,46.0,79.0,513.0,65.0,96.0,976.0,358.0,829.0,0.43200000000000005,0.535,171.0,439.0,0.39,187.0,390.0,0.479,89.0,107.0,0.8320000000000001,73.0,272.0,77.0,64.0,2541.0,PHO,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,12.8
2795,2012.0,Channing Frye,PF,C-F,28.0,6-11,211.0,255.0,115.0,308.0,42.0,70.0,379.0,71.0,88.0,674.0,255.0,613.0,0.41600000000000004,0.49,91.0,263.0,0.34600000000000003,164.0,350.0,0.469,73.0,82.0,0.89,63.0,176.0,64.0,59.0,1669.0,PHO,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,14.9
2796,2014.0,Channing Frye,PF,C-F,30.0,6-11,211.0,255.0,115.0,343.0,60.0,63.0,416.0,73.0,98.0,910.0,336.0,778.0,0.43200000000000005,0.535,160.0,432.0,0.37,176.0,346.0,0.509,78.0,95.0,0.821,89.0,245.0,82.0,82.0,2312.0,PHO,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,13.2
2797,2015.0,Channing Frye,PF,C-F,31.0,6-11,211.0,255.0,115.0,266.0,47.0,39.0,293.0,27.0,94.0,549.0,191.0,487.0,0.392,0.532,136.0,346.0,0.39299999999999996,55.0,141.0,0.39,31.0,35.0,0.8859999999999999,78.0,191.0,75.0,51.0,1870.0,ORL,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,9.5
2798,2016.0,Channing Frye,PF-C,C-F,32.0,6-11,211.0,255.0,115.0,199.0,29.0,28.0,234.0,35.0,71.0,425.0,152.0,347.0,0.43799999999999994,0.569,91.0,235.0,0.387,61.0,112.0,0.545,30.0,35.0,0.857,43.0,127.0,70.0,32.0,1200.0,TOT,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,12.9
2799,2016.0,Channing Frye,PF,C-F,32.0,6-11,211.0,255.0,115.0,118.0,21.0,20.0,141.0,23.0,45.0,229.0,81.0,186.0,0.435,0.565,48.0,121.0,0.397,33.0,65.0,0.508,19.0,21.0,0.905,30.0,71.0,44.0,29.0,754.0,ORL,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,11.8
2800,2016.0,Channing Frye,C,C-F,32.0,6-11,211.0,255.0,115.0,81.0,8.0,8.0,93.0,12.0,26.0,196.0,71.0,161.0,0.441,0.575,43.0,114.0,0.377,28.0,47.0,0.596,11.0,14.0,0.7859999999999999,13.0,56.0,26.0,3.0,446.0,CLE,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,14.9
2801,2017.0,Channing Frye,C,C-F,33.0,6-11,211.0,255.0,115.0,253.0,33.0,37.0,290.0,37.0,45.0,676.0,238.0,520.0,0.45799999999999996,0.589,137.0,335.0,0.409,101.0,185.0,0.546,63.0,74.0,0.851,53.0,138.0,74.0,15.0,1398.0,CLE,1983.0,"May 17, 1983",White Plains,New York,University of Arizona,University of Arizona,15.6
2805,1996.0,Charles Claxton,C,C,25.0,7-0,213.0,265.0,120.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,0.0,1.0,4.0,3.0,0.0,7.0,BOS,1970.0,"December 13, 1970",St. Thomas,U.S. Virgin Islands,University of Georgia,University of Georgia,0.2
2839,1986.0,Charles Oakley,PF,F-C,22.0,6-8,203.0,225.0,102.0,409.0,68.0,30.0,664.0,255.0,133.0,740.0,281.0,541.0,0.519,0.519,0.0,3.0,0.0,281.0,538.0,0.522,178.0,269.0,0.662,175.0,250.0,77.0,30.0,1772.0,CHI,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,16.5
2840,1987.0,Charles Oakley,PF,F-C,23.0,6-8,203.0,225.0,102.0,775.0,85.0,36.0,1074.0,299.0,296.0,1192.0,468.0,1052.0,0.445,0.45,11.0,30.0,0.36700000000000005,457.0,1022.0,0.447,245.0,357.0,0.6859999999999999,299.0,315.0,82.0,81.0,2980.0,CHI,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,14.2
2841,1988.0,Charles Oakley,PF,F-C,24.0,6-8,203.0,225.0,102.0,740.0,68.0,28.0,1066.0,326.0,248.0,1014.0,375.0,776.0,0.483,0.485,3.0,12.0,0.25,372.0,764.0,0.48700000000000004,261.0,359.0,0.727,241.0,272.0,82.0,82.0,2816.0,CHI,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,15.4
2842,1989.0,Charles Oakley,PF,F-C,25.0,6-8,203.0,225.0,102.0,518.0,104.0,14.0,861.0,343.0,187.0,1061.0,426.0,835.0,0.51,0.517,12.0,48.0,0.25,414.0,787.0,0.526,197.0,255.0,0.773,248.0,270.0,82.0,82.0,2604.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,14.8
2843,1990.0,Charles Oakley,PF,F-C,26.0,6-8,203.0,225.0,102.0,469.0,64.0,16.0,727.0,258.0,146.0,889.0,336.0,641.0,0.524,0.524,0.0,3.0,0.0,336.0,638.0,0.527,217.0,285.0,0.7609999999999999,165.0,220.0,61.0,61.0,2196.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,15.9
2844,1991.0,Charles Oakley,PF,F-C,27.0,6-8,203.0,225.0,102.0,615.0,62.0,17.0,920.0,305.0,204.0,853.0,307.0,595.0,0.516,0.516,0.0,2.0,0.0,307.0,593.0,0.518,239.0,305.0,0.784,215.0,288.0,76.0,74.0,2739.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,13.6
2845,1992.0,Charles Oakley,PF,F-C,28.0,6-8,203.0,225.0,102.0,444.0,67.0,15.0,700.0,256.0,133.0,506.0,210.0,402.0,0.522,0.522,0.0,3.0,0.0,210.0,399.0,0.526,86.0,117.0,0.735,123.0,258.0,82.0,82.0,2309.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,11.3
2846,1993.0,Charles Oakley,PF,F-C,29.0,6-8,203.0,225.0,102.0,420.0,85.0,15.0,708.0,288.0,126.0,565.0,219.0,431.0,0.508,0.508,0.0,1.0,0.0,219.0,430.0,0.509,127.0,176.0,0.722,124.0,289.0,82.0,82.0,2230.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,12.6
2847,1994.0,Charles Oakley,PF,F-C,30.0,6-8,203.0,225.0,102.0,616.0,110.0,18.0,965.0,349.0,218.0,969.0,363.0,760.0,0.478,0.478,0.0,3.0,0.0,363.0,757.0,0.48,243.0,313.0,0.7759999999999999,193.0,293.0,82.0,82.0,2932.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,15.3
2848,1995.0,Charles Oakley,PF,F-C,31.0,6-8,203.0,225.0,102.0,290.0,60.0,7.0,445.0,155.0,126.0,506.0,192.0,393.0,0.489,0.49200000000000005,3.0,12.0,0.25,189.0,381.0,0.496,119.0,150.0,0.7929999999999999,103.0,179.0,50.0,49.0,1567.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,14.3
2849,1996.0,Charles Oakley,PF,F-C,32.0,6-8,203.0,225.0,102.0,298.0,58.0,14.0,460.0,162.0,137.0,604.0,211.0,448.0,0.47100000000000003,0.479,7.0,26.0,0.26899999999999996,204.0,422.0,0.483,175.0,210.0,0.833,104.0,195.0,53.0,51.0,1775.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,15.1
2850,1997.0,Charles Oakley,PF,F-C,33.0,6-8,203.0,225.0,102.0,535.0,111.0,21.0,781.0,246.0,221.0,864.0,339.0,694.0,0.488,0.49200000000000005,5.0,19.0,0.263,334.0,675.0,0.495,181.0,224.0,0.8079999999999999,171.0,305.0,80.0,80.0,2873.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,14.2
2851,1998.0,Charles Oakley,PF,F-C,34.0,6-8,203.0,225.0,102.0,506.0,123.0,22.0,724.0,218.0,201.0,711.0,307.0,698.0,0.44,0.44,0.0,6.0,0.0,307.0,692.0,0.444,97.0,114.0,0.851,126.0,280.0,79.0,79.0,2734.0,NYK,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,13.1
2852,1999.0,Charles Oakley,PF,F-C,35.0,6-8,203.0,225.0,102.0,278.0,46.0,21.0,374.0,96.0,168.0,348.0,140.0,327.0,0.428,0.43,1.0,5.0,0.2,139.0,322.0,0.43200000000000005,67.0,83.0,0.807,96.0,182.0,50.0,50.0,1633.0,TOR,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,10.8
2853,2000.0,Charles Oakley,PF,F-C,36.0,6-8,203.0,225.0,102.0,423.0,102.0,45.0,540.0,117.0,253.0,548.0,234.0,560.0,0.418,0.43,14.0,41.0,0.341,220.0,519.0,0.424,66.0,85.0,0.7759999999999999,154.0,294.0,80.0,80.0,2431.0,TOR,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,10.1
2854,2001.0,Charles Oakley,PF,F-C,37.0,6-8,203.0,225.0,102.0,599.0,76.0,48.0,741.0,142.0,264.0,748.0,305.0,786.0,0.38799999999999996,0.395,11.0,49.0,0.22399999999999998,294.0,737.0,0.39899999999999997,127.0,152.0,0.836,139.0,258.0,78.0,77.0,2767.0,TOR,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,11.6
2855,2002.0,Charles Oakley,PF,F-C,38.0,6-8,203.0,225.0,102.0,271.0,49.0,11.0,343.0,72.0,114.0,216.0,97.0,263.0,0.369,0.371,1.0,6.0,0.16699999999999998,96.0,257.0,0.374,21.0,28.0,0.75,87.0,175.0,57.0,36.0,1383.0,CHI,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,6.6
2856,2003.0,Charles Oakley,C,F-C,39.0,6-8,203.0,225.0,102.0,70.0,13.0,6.0,107.0,37.0,40.0,74.0,23.0,55.0,0.418,0.418,0.0,0.0,,23.0,55.0,0.418,28.0,34.0,0.8240000000000001,21.0,90.0,42.0,1.0,514.0,WAS,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,8.3
2857,2004.0,Charles Oakley,PF,F-C,40.0,6-8,203.0,225.0,102.0,5.0,0.0,0.0,5.0,0.0,2.0,9.0,2.0,6.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,2.0,6.0,0.33299999999999996,5.0,6.0,0.833,1.0,8.0,7.0,0.0,25.0,HOU,1963.0,"December 18, 1963",Cleveland,Ohio,Virginia Union University,Virginia Union University,8.1
2862,1989.0,Charles Shackleford,C,F-C,22.0,6-10,208.0,225.0,102.0,103.0,15.0,18.0,153.0,50.0,21.0,187.0,83.0,168.0,0.494,0.494,0.0,1.0,0.0,83.0,167.0,0.49700000000000005,21.0,42.0,0.5,27.0,71.0,60.0,0.0,484.0,NJN,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,13.9
2863,1990.0,Charles Shackleford,C,F-C,23.0,6-10,208.0,225.0,102.0,299.0,40.0,35.0,479.0,180.0,56.0,573.0,247.0,535.0,0.462,0.462,0.0,1.0,0.0,247.0,534.0,0.46299999999999997,79.0,115.0,0.687,116.0,183.0,70.0,37.0,1557.0,NJN,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,12.3
2864,1992.0,Charles Shackleford,C,F-C,25.0,6-10,208.0,225.0,102.0,270.0,38.0,51.0,415.0,145.0,46.0,473.0,205.0,422.0,0.486,0.486,0.0,1.0,0.0,205.0,421.0,0.48700000000000004,63.0,95.0,0.6629999999999999,62.0,205.0,72.0,62.0,1399.0,PHI,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,13.4
2865,1993.0,Charles Shackleford,C,F-C,26.0,6-10,208.0,225.0,102.0,140.0,13.0,25.0,205.0,65.0,26.0,191.0,80.0,164.0,0.488,0.488,0.0,2.0,0.0,80.0,162.0,0.494,31.0,49.0,0.633,36.0,92.0,48.0,0.0,568.0,PHI,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,13.1
2866,1995.0,Charles Shackleford,PF,F-C,28.0,6-10,208.0,225.0,102.0,51.0,8.0,6.0,67.0,16.0,8.0,94.0,39.0,65.0,0.6,0.6,0.0,0.0,,39.0,65.0,0.6,16.0,20.0,0.8,8.0,47.0,21.0,2.0,239.0,MIN,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,16.6
2867,1999.0,Charles Shackleford,C,F-C,32.0,6-10,208.0,225.0,102.0,88.0,5.0,13.0,129.0,41.0,13.0,107.0,44.0,90.0,0.489,0.489,0.0,0.0,,44.0,90.0,0.489,19.0,29.0,0.655,27.0,66.0,32.0,4.0,367.0,CHH,1966.0,"April 22, 1966",Kinston,North Carolina,North Carolina State University,North Carolina State University,12.1
2994,2017.0,Chinanu Onuaku,C,F-C,20.0,6-10,208.0,245.0,111.0,8.0,3.0,1.0,10.0,2.0,3.0,14.0,5.0,7.0,0.7140000000000001,0.7140000000000001,0.0,0.0,,5.0,7.0,0.7140000000000001,4.0,4.0,1.0,4.0,6.0,5.0,1.0,52.0,HOU,1996.0,"November 1, 1996",Baltimore,Maryland,University of Louisville,University of Louisville,12.3
2996,2002.0,Chris Andersen,C,F-C,23.0,6-10,208.0,245.0,111.0,38.0,7.0,28.0,76.0,38.0,7.0,72.0,25.0,74.0,0.33799999999999997,0.33799999999999997,0.0,4.0,0.0,25.0,70.0,0.35700000000000004,22.0,28.0,0.7859999999999999,13.0,35.0,24.0,1.0,262.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,13.8
2997,2003.0,Chris Andersen,C,F-C,24.0,6-10,208.0,245.0,111.0,165.0,30.0,60.0,274.0,109.0,32.0,305.0,114.0,285.0,0.4,0.4,0.0,1.0,0.0,114.0,284.0,0.401,77.0,140.0,0.55,60.0,90.0,59.0,3.0,907.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,14.0
2998,2004.0,Chris Andersen,PF,F-C,25.0,6-10,208.0,245.0,111.0,209.0,34.0,114.0,298.0,89.0,35.0,243.0,90.0,203.0,0.44299999999999995,0.44299999999999995,0.0,1.0,0.0,90.0,202.0,0.446,63.0,107.0,0.589,48.0,119.0,71.0,0.0,1029.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,14.4
2999,2005.0,Chris Andersen,C,F-C,26.0,6-10,208.0,245.0,111.0,273.0,14.0,100.0,410.0,137.0,71.0,513.0,191.0,358.0,0.534,0.534,0.0,3.0,0.0,191.0,355.0,0.5379999999999999,131.0,190.0,0.6890000000000001,64.0,144.0,67.0,2.0,1430.0,NOH,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.5
3000,2006.0,Chris Andersen,C,F-C,27.0,6-10,208.0,245.0,111.0,94.0,8.0,41.0,155.0,61.0,6.0,161.0,56.0,98.0,0.5710000000000001,0.5710000000000001,0.0,0.0,,56.0,98.0,0.5710000000000001,49.0,103.0,0.47600000000000003,26.0,84.0,32.0,2.0,570.0,NOK,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,14.1
3001,2008.0,Chris Andersen,C,F-C,29.0,6-10,208.0,245.0,111.0,7.0,0.0,4.0,9.0,2.0,0.0,6.0,2.0,7.0,0.28600000000000003,0.28600000000000003,0.0,0.0,,2.0,7.0,0.28600000000000003,2.0,4.0,0.5,1.0,6.0,5.0,0.0,34.0,NOH,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,6.1
3002,2009.0,Chris Andersen,C,F-C,30.0,6-10,208.0,245.0,111.0,279.0,41.0,175.0,442.0,163.0,31.0,452.0,160.0,292.0,0.5479999999999999,0.551,2.0,10.0,0.2,158.0,282.0,0.56,130.0,181.0,0.718,69.0,174.0,71.0,1.0,1460.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.1
3003,2010.0,Chris Andersen,PF,F-C,31.0,6-10,208.0,245.0,111.0,336.0,42.0,143.0,483.0,147.0,33.0,448.0,142.0,251.0,0.5660000000000001,0.5660000000000001,0.0,3.0,0.0,142.0,248.0,0.573,164.0,236.0,0.695,59.0,171.0,76.0,0.0,1695.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,15.8
3004,2011.0,Chris Andersen,C,F-C,32.0,6-10,208.0,245.0,111.0,144.0,23.0,58.0,219.0,75.0,20.0,250.0,82.0,137.0,0.599,0.599,0.0,1.0,0.0,82.0,136.0,0.603,86.0,135.0,0.637,25.0,79.0,45.0,0.0,732.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,19.0
3005,2012.0,Chris Andersen,C,F-C,33.0,6-10,208.0,245.0,111.0,100.0,19.0,46.0,148.0,48.0,6.0,168.0,59.0,108.0,0.546,0.546,0.0,0.0,,59.0,108.0,0.546,50.0,82.0,0.61,17.0,52.0,32.0,1.0,486.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.9
3006,2013.0,Chris Andersen,C,F-C,34.0,6-10,208.0,245.0,111.0,115.0,16.0,44.0,172.0,57.0,17.0,207.0,71.0,123.0,0.5770000000000001,0.585,2.0,3.0,0.667,69.0,120.0,0.575,63.0,93.0,0.677,24.0,89.0,42.0,0.0,624.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,17.4
3007,2014.0,Chris Andersen,C,F-C,35.0,6-10,208.0,245.0,111.0,250.0,32.0,97.0,379.0,129.0,19.0,477.0,177.0,275.0,0.644,0.649,3.0,12.0,0.25,174.0,263.0,0.662,120.0,169.0,0.71,53.0,162.0,72.0,0.0,1396.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.5
3008,2015.0,Chris Andersen,C,F-C,36.0,6-10,208.0,245.0,111.0,223.0,26.0,61.0,299.0,76.0,43.0,320.0,120.0,207.0,0.58,0.589,4.0,13.0,0.308,116.0,194.0,0.598,76.0,114.0,0.667,40.0,88.0,60.0,20.0,1132.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,16.1
3009,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,62.0,15.0,13.0,98.0,36.0,12.0,105.0,38.0,72.0,0.528,0.556,4.0,14.0,0.28600000000000003,34.0,58.0,0.586,25.0,36.0,0.6940000000000001,9.0,29.0,27.0,15.0,402.0,TOT,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,15.3
3010,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,6.0,1.0,3.0,9.0,3.0,3.0,13.0,4.0,10.0,0.4,0.5,2.0,5.0,0.4,2.0,5.0,0.4,3.0,4.0,0.75,2.0,4.0,7.0,1.0,36.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,17.6
3011,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,56.0,14.0,10.0,89.0,33.0,9.0,92.0,34.0,62.0,0.5479999999999999,0.565,2.0,9.0,0.222,32.0,53.0,0.604,22.0,32.0,0.688,7.0,25.0,20.0,14.0,366.0,MEM,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,15.1
3012,2017.0,Chris Andersen,C,F-C,38.0,6-10,208.0,245.0,111.0,22.0,5.0,7.0,31.0,9.0,5.0,28.0,9.0,22.0,0.409,0.409,0.0,3.0,0.0,9.0,19.0,0.474,10.0,14.0,0.7140000000000001,5.0,20.0,12.0,0.0,114.0,CLE,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,11.6
