,Year,Player,Year Position,Career Position,Age,Ht(inches),Ht.(cm),Wt.(lbs),Wt.(kgs),DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Game,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
3005,2012.0,Chris Andersen,C,F-C,33.0,6-10,208.0,245.0,111.0,100.0,19.0,46.0,148.0,48.0,6.0,168.0,59.0,108.0,0.546,0.546,0.0,0.0,,59.0,108.0,0.546,50.0,82.0,0.61,17.0,52.0,32.0,1.0,486.0,DEN,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.9
3006,2013.0,Chris Andersen,C,F-C,34.0,6-10,208.0,245.0,111.0,115.0,16.0,44.0,172.0,57.0,17.0,207.0,71.0,123.0,0.5770000000000001,0.585,2.0,3.0,0.667,69.0,120.0,0.575,63.0,93.0,0.677,24.0,89.0,42.0,0.0,624.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,17.4
3007,2014.0,Chris Andersen,C,F-C,35.0,6-10,208.0,245.0,111.0,250.0,32.0,97.0,379.0,129.0,19.0,477.0,177.0,275.0,0.644,0.649,3.0,12.0,0.25,174.0,263.0,0.662,120.0,169.0,0.71,53.0,162.0,72.0,0.0,1396.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,18.5
3008,2015.0,Chris Andersen,C,F-C,36.0,6-10,208.0,245.0,111.0,223.0,26.0,61.0,299.0,76.0,43.0,320.0,120.0,207.0,0.58,0.589,4.0,13.0,0.308,116.0,194.0,0.598,76.0,114.0,0.667,40.0,88.0,60.0,20.0,1132.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,16.1
3009,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,62.0,15.0,13.0,98.0,36.0,12.0,105.0,38.0,72.0,0.528,0.556,4.0,14.0,0.28600000000000003,34.0,58.0,0.586,25.0,36.0,0.6940000000000001,9.0,29.0,27.0,15.0,402.0,TOT,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,15.3
3010,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,6.0,1.0,3.0,9.0,3.0,3.0,13.0,4.0,10.0,0.4,0.5,2.0,5.0,0.4,2.0,5.0,0.4,3.0,4.0,0.75,2.0,4.0,7.0,1.0,36.0,MIA,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,17.6
3011,2016.0,Chris Andersen,C,F-C,37.0,6-10,208.0,245.0,111.0,56.0,14.0,10.0,89.0,33.0,9.0,92.0,34.0,62.0,0.5479999999999999,0.565,2.0,9.0,0.222,32.0,53.0,0.604,22.0,32.0,0.688,7.0,25.0,20.0,14.0,366.0,MEM,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,15.1
3012,2017.0,Chris Andersen,C,F-C,38.0,6-10,208.0,245.0,111.0,22.0,5.0,7.0,31.0,9.0,5.0,28.0,9.0,22.0,0.409,0.409,0.0,3.0,0.0,9.0,19.0,0.474,10.0,14.0,0.7140000000000001,5.0,20.0,12.0,0.0,114.0,CLE,1978.0,"July 7, 1978",Long Beach,California,Blinn College,Blinn College,11.6
3014,2004.0,Chris Bosh,C,F-C,19.0,6-11,211.0,235.0,106.0,366.0,59.0,106.0,557.0,191.0,78.0,861.0,327.0,712.0,0.45899999999999996,0.46299999999999997,5.0,14.0,0.35700000000000004,322.0,698.0,0.461,202.0,288.0,0.701,107.0,215.0,75.0,63.0,2510.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,15.1
3015,2005.0,Chris Bosh,PF,F-C,20.0,6-11,211.0,235.0,106.0,524.0,76.0,113.0,718.0,194.0,153.0,1361.0,473.0,1005.0,0.47100000000000003,0.47200000000000003,3.0,10.0,0.3,470.0,995.0,0.47200000000000003,412.0,542.0,0.76,187.0,226.0,81.0,81.0,3017.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,17.5
3016,2006.0,Chris Bosh,C,F-C,21.0,6-11,211.0,235.0,106.0,443.0,50.0,79.0,647.0,204.0,181.0,1572.0,549.0,1087.0,0.505,0.505,0.0,13.0,0.0,549.0,1074.0,0.511,474.0,581.0,0.816,157.0,209.0,70.0,70.0,2751.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,23.2
3017,2007.0,Chris Bosh,C,F-C,22.0,6-11,211.0,235.0,106.0,555.0,39.0,90.0,741.0,186.0,175.0,1561.0,543.0,1094.0,0.496,0.502,12.0,35.0,0.34299999999999997,531.0,1059.0,0.501,463.0,590.0,0.785,179.0,163.0,69.0,69.0,2658.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,22.6
3018,2008.0,Chris Bosh,C,F-C,23.0,6-11,211.0,235.0,106.0,409.0,63.0,67.0,583.0,174.0,171.0,1496.0,507.0,1027.0,0.494,0.499,10.0,25.0,0.4,497.0,1002.0,0.496,472.0,559.0,0.8440000000000001,153.0,157.0,67.0,67.0,2425.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,23.8
3019,2009.0,Chris Bosh,C,F-C,24.0,6-11,211.0,235.0,106.0,556.0,67.0,77.0,771.0,215.0,191.0,1746.0,615.0,1263.0,0.48700000000000004,0.49200000000000005,12.0,49.0,0.245,603.0,1214.0,0.49700000000000005,504.0,617.0,0.8170000000000001,174.0,189.0,77.0,77.0,2928.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,22.1
3020,2010.0,Chris Bosh,C,F-C,25.0,6-11,211.0,235.0,106.0,554.0,43.0,68.0,759.0,205.0,166.0,1678.0,600.0,1158.0,0.518,0.522,8.0,22.0,0.364,592.0,1136.0,0.521,470.0,590.0,0.797,169.0,170.0,70.0,70.0,2526.0,TOR,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,25.0
3021,2011.0,Chris Bosh,PF,F-C,26.0,6-11,211.0,235.0,106.0,500.0,59.0,49.0,641.0,141.0,144.0,1438.0,524.0,1056.0,0.496,0.499,6.0,25.0,0.24,518.0,1031.0,0.502,384.0,471.0,0.815,138.0,172.0,77.0,77.0,2795.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,19.4
3022,2012.0,Chris Bosh,PF,F-C,27.0,6-11,211.0,235.0,106.0,358.0,51.0,45.0,452.0,94.0,103.0,1025.0,393.0,807.0,0.48700000000000004,0.493,10.0,35.0,0.28600000000000003,383.0,772.0,0.496,229.0,279.0,0.821,117.0,128.0,57.0,57.0,2007.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,18.9
3023,2013.0,Chris Bosh,C,F-C,28.0,6-11,211.0,235.0,106.0,370.0,66.0,101.0,501.0,131.0,123.0,1232.0,485.0,907.0,0.535,0.546,21.0,74.0,0.284,464.0,833.0,0.557,241.0,302.0,0.7979999999999999,128.0,168.0,74.0,74.0,2454.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,20.0
3024,2014.0,Chris Bosh,C,F-C,29.0,6-11,211.0,235.0,106.0,424.0,80.0,78.0,522.0,98.0,87.0,1281.0,492.0,953.0,0.516,0.555,74.0,218.0,0.33899999999999997,418.0,735.0,0.569,223.0,272.0,0.82,125.0,192.0,79.0,79.0,2531.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,19.0
3025,2015.0,Chris Bosh,C,F-C,30.0,6-11,211.0,235.0,106.0,264.0,41.0,25.0,310.0,46.0,95.0,928.0,343.0,745.0,0.46,0.503,63.0,168.0,0.375,280.0,577.0,0.485,179.0,232.0,0.772,95.0,69.0,44.0,44.0,1556.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,19.8
3026,2016.0,Chris Bosh,PF,F-C,31.0,6-11,211.0,235.0,106.0,342.0,36.0,34.0,390.0,48.0,128.0,1010.0,358.0,767.0,0.467,0.52,81.0,222.0,0.365,277.0,545.0,0.508,213.0,268.0,0.795,78.0,101.0,53.0,53.0,1778.0,MIA,1984.0,"March 24, 1984",Dallas,Texas,Georgia Institute of Technology,Georgia Institute of Technology,20.2
3048,2013.0,Chris Copeland,PF,F,28.0,6-9,206.0,239.0,108.0,85.0,16.0,12.0,119.0,34.0,27.0,486.0,182.0,380.0,0.479,0.557,59.0,140.0,0.42100000000000004,123.0,240.0,0.513,63.0,83.0,0.759,50.0,104.0,56.0,13.0,862.0,NYK,1984.0,"March 17, 1984",Orange,New Jersey,University of Colorado,University of Colorado,16.8
3049,2014.0,Chris Copeland,SF,F,29.0,6-9,206.0,239.0,108.0,25.0,3.0,7.0,32.0,7.0,18.0,153.0,55.0,117.0,0.47,0.611,33.0,79.0,0.418,22.0,38.0,0.579,10.0,14.0,0.7140000000000001,14.0,38.0,41.0,0.0,265.0,IND,1984.0,"March 17, 1984",Orange,New Jersey,University of Colorado,University of Colorado,17.6
3050,2015.0,Chris Copeland,SF,F,30.0,6-9,206.0,239.0,108.0,88.0,11.0,11.0,111.0,23.0,51.0,309.0,112.0,310.0,0.361,0.445,52.0,167.0,0.311,60.0,143.0,0.42,33.0,45.0,0.733,59.0,78.0,50.0,12.0,828.0,IND,1984.0,"March 17, 1984",Orange,New Jersey,University of Colorado,University of Colorado,7.4
3051,2016.0,Chris Copeland,PF,F,31.0,6-9,206.0,239.0,108.0,9.0,2.0,0.0,10.0,1.0,11.0,50.0,17.0,51.0,0.33299999999999996,0.431,10.0,36.0,0.278,7.0,15.0,0.467,6.0,7.0,0.857,6.0,17.0,24.0,1.0,156.0,MIL,1984.0,"March 17, 1984",Orange,New Jersey,University of Colorado,University of Colorado,5.4
3057,1998.0,Chris Crawford,PF,F,22.0,6-9,206.0,235.0,106.0,21.0,12.0,7.0,41.0,20.0,9.0,150.0,46.0,110.0,0.418,0.423,1.0,3.0,0.33299999999999996,45.0,107.0,0.42100000000000004,57.0,68.0,0.838,18.0,27.0,40.0,0.0,256.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,20.4
3058,1999.0,Chris Crawford,PF,F,23.0,6-9,206.0,235.0,106.0,53.0,10.0,13.0,90.0,37.0,24.0,288.0,110.0,255.0,0.431,0.45299999999999996,11.0,33.0,0.33299999999999996,99.0,222.0,0.446,57.0,70.0,0.8140000000000001,48.0,106.0,42.0,30.0,784.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,10.1
3059,2000.0,Chris Crawford,PF,F,24.0,6-9,206.0,235.0,106.0,48.0,17.0,16.0,99.0,51.0,33.0,252.0,91.0,229.0,0.397,0.413,7.0,27.0,0.259,84.0,202.0,0.41600000000000004,63.0,81.0,0.778,37.0,83.0,55.0,11.0,668.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,11.9
3060,2001.0,Chris Crawford,PF,F,25.0,6-9,206.0,235.0,106.0,82.0,21.0,16.0,110.0,28.0,37.0,318.0,122.0,270.0,0.452,0.46299999999999997,6.0,22.0,0.273,116.0,248.0,0.46799999999999997,68.0,83.0,0.8190000000000001,62.0,117.0,47.0,22.0,901.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,9.5
3061,2002.0,Chris Crawford,PF,F,26.0,6-9,206.0,235.0,106.0,16.0,2.0,5.0,25.0,9.0,5.0,53.0,21.0,45.0,0.467,0.467,0.0,1.0,0.0,21.0,44.0,0.47700000000000004,11.0,15.0,0.733,10.0,21.0,7.0,4.0,131.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,11.5
3062,2003.0,Chris Crawford,PF,F,27.0,6-9,206.0,235.0,106.0,4.0,2.0,3.0,7.0,3.0,1.0,24.0,8.0,13.0,0.615,0.654,1.0,3.0,0.33299999999999996,7.0,10.0,0.7,7.0,8.0,0.875,2.0,7.0,5.0,0.0,38.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,28.8
3063,2004.0,Chris Crawford,PF,F,28.0,6-9,206.0,235.0,106.0,117.0,37.0,20.0,175.0,58.0,45.0,569.0,211.0,471.0,0.44799999999999995,0.495,44.0,113.0,0.389,167.0,358.0,0.466,103.0,119.0,0.866,55.0,131.0,56.0,25.0,1207.0,ATL,1975.0,"May 13, 1975",Kalamazoo,Michigan,Marquette University,Marquette University,15.8
3119,1982.0,Chris Ford,SG,G-F,33.0,6-5,196.0,190.0,86.0,56.0,42.0,10.0,108.0,52.0,142.0,435.0,188.0,450.0,0.418,0.44,20.0,63.0,0.317,168.0,387.0,0.434,39.0,56.0,0.696,52.0,143.0,76.0,53.0,1591.0,BOS,1949.0,"January 11, 1949",Atlantic City,New Jersey,Villanova University,Villanova University,7.8
3122,1992.0,Chris Gatling,PF,F-C,24.0,6-10,208.0,220.0,99.0,107.0,31.0,36.0,182.0,75.0,16.0,306.0,117.0,206.0,0.568,0.568,0.0,4.0,0.0,117.0,202.0,0.579,72.0,109.0,0.6609999999999999,44.0,101.0,54.0,1.0,612.0,GSW,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,18.2
3123,1993.0,Chris Gatling,PF,F-C,25.0,6-10,208.0,220.0,99.0,191.0,44.0,53.0,320.0,129.0,40.0,648.0,249.0,462.0,0.539,0.539,0.0,6.0,0.0,249.0,456.0,0.546,150.0,207.0,0.725,102.0,197.0,70.0,11.0,1248.0,GSW,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,16.8
3124,1994.0,Chris Gatling,C,F-C,26.0,6-10,208.0,220.0,99.0,254.0,40.0,63.0,397.0,143.0,41.0,671.0,271.0,461.0,0.588,0.588,0.0,1.0,0.0,271.0,460.0,0.589,129.0,208.0,0.62,84.0,223.0,82.0,23.0,1296.0,GSW,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,18.7
3125,1995.0,Chris Gatling,PF,F-C,27.0,6-10,208.0,220.0,99.0,299.0,39.0,52.0,443.0,144.0,51.0,796.0,324.0,512.0,0.633,0.633,0.0,1.0,0.0,324.0,511.0,0.634,148.0,250.0,0.5920000000000001,117.0,184.0,58.0,22.0,1470.0,GSW,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,19.5
3126,1996.0,Chris Gatling,PF,F-C,28.0,6-10,208.0,220.0,99.0,288.0,36.0,40.0,417.0,129.0,43.0,791.0,326.0,567.0,0.575,0.575,0.0,1.0,0.0,326.0,566.0,0.5760000000000001,139.0,207.0,0.6709999999999999,95.0,217.0,71.0,2.0,1427.0,TOT,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,19.9
3127,1996.0,Chris Gatling,PF,F-C,28.0,6-10,208.0,220.0,99.0,164.0,19.0,29.0,242.0,78.0,26.0,426.0,171.0,308.0,0.555,0.555,0.0,1.0,0.0,171.0,307.0,0.557,84.0,132.0,0.636,60.0,135.0,47.0,2.0,862.0,GSW,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,17.0
3128,1996.0,Chris Gatling,PF,F-C,28.0,6-10,208.0,220.0,99.0,124.0,17.0,11.0,175.0,51.0,17.0,365.0,155.0,259.0,0.598,0.598,0.0,0.0,,155.0,259.0,0.598,55.0,75.0,0.733,35.0,82.0,24.0,0.0,565.0,MIA,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,24.4
3129,1997.0,Chris Gatling,PF,F-C,29.0,6-10,208.0,220.0,99.0,236.0,39.0,31.0,370.0,134.0,28.0,891.0,327.0,623.0,0.525,0.526,1.0,6.0,0.16699999999999998,326.0,617.0,0.528,236.0,329.0,0.7170000000000001,120.0,138.0,47.0,1.0,1283.0,TOT,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,23.9
3130,1997.0,Chris Gatling,PF,F-C,29.0,6-10,208.0,220.0,99.0,222.0,35.0,31.0,348.0,126.0,25.0,840.0,309.0,580.0,0.5329999999999999,0.534,1.0,6.0,0.16699999999999998,308.0,574.0,0.537,221.0,313.0,0.706,114.0,125.0,44.0,1.0,1191.0,DAL,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,24.4
3131,1997.0,Chris Gatling,PF,F-C,29.0,6-10,208.0,220.0,99.0,14.0,4.0,0.0,22.0,8.0,3.0,51.0,18.0,43.0,0.419,0.419,0.0,0.0,,18.0,43.0,0.419,15.0,16.0,0.938,6.0,13.0,3.0,0.0,92.0,NJN,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,16.9
3132,1998.0,Chris Gatling,PF,F-C,30.0,6-10,208.0,220.0,99.0,216.0,52.0,29.0,334.0,118.0,53.0,656.0,248.0,545.0,0.455,0.456,1.0,4.0,0.25,247.0,541.0,0.457,159.0,265.0,0.6,99.0,152.0,57.0,16.0,1359.0,NJN,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,16.0
3133,1999.0,Chris Gatling,C,F-C,31.0,6-10,208.0,220.0,99.0,127.0,32.0,10.0,179.0,52.0,32.0,272.0,117.0,265.0,0.442,0.44299999999999995,1.0,8.0,0.125,116.0,257.0,0.451,37.0,93.0,0.39799999999999996,62.0,118.0,48.0,3.0,775.0,TOT,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,10.1
3134,1999.0,Chris Gatling,C,F-C,31.0,6-10,208.0,220.0,99.0,44.0,8.0,4.0,65.0,21.0,12.0,84.0,36.0,97.0,0.371,0.371,0.0,1.0,0.0,36.0,96.0,0.375,12.0,24.0,0.5,29.0,40.0,18.0,2.0,281.0,NJN,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,5.5
3135,1999.0,Chris Gatling,C,F-C,31.0,6-10,208.0,220.0,99.0,83.0,24.0,6.0,114.0,31.0,20.0,188.0,81.0,168.0,0.48200000000000004,0.485,1.0,7.0,0.14300000000000002,80.0,161.0,0.49700000000000005,25.0,69.0,0.36200000000000004,33.0,78.0,30.0,1.0,494.0,MIL,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,12.6
3136,2000.0,Chris Gatling,PF,F-C,32.0,6-10,208.0,220.0,99.0,348.0,82.0,23.0,502.0,154.0,71.0,1014.0,365.0,802.0,0.455,0.466,18.0,70.0,0.257,347.0,732.0,0.474,266.0,373.0,0.713,169.0,246.0,85.0,0.0,1811.0,TOT,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,17.3
3137,2000.0,Chris Gatling,PF,F-C,32.0,6-10,208.0,220.0,99.0,206.0,48.0,10.0,297.0,91.0,40.0,598.0,210.0,462.0,0.455,0.462,7.0,23.0,0.304,203.0,439.0,0.462,171.0,245.0,0.698,105.0,142.0,45.0,0.0,1041.0,ORL,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,17.4
3138,2000.0,Chris Gatling,PF,F-C,32.0,6-10,208.0,220.0,99.0,142.0,34.0,13.0,205.0,63.0,31.0,416.0,155.0,340.0,0.456,0.47200000000000003,11.0,47.0,0.23399999999999999,144.0,293.0,0.491,95.0,128.0,0.742,64.0,104.0,40.0,0.0,770.0,DEN,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,17.1
3139,2001.0,Chris Gatling,PF,F-C,33.0,6-10,208.0,220.0,99.0,292.0,52.0,27.0,391.0,99.0,61.0,842.0,329.0,733.0,0.449,0.46799999999999997,28.0,92.0,0.304,301.0,641.0,0.47,156.0,228.0,0.684,119.0,185.0,74.0,6.0,1670.0,CLE,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,15.6
3140,2002.0,Chris Gatling,PF,F-C,34.0,6-10,208.0,220.0,99.0,135.0,17.0,11.0,206.0,71.0,25.0,345.0,131.0,293.0,0.447,0.449,1.0,8.0,0.125,130.0,285.0,0.456,82.0,117.0,0.701,58.0,109.0,54.0,1.0,809.0,MIA,1967.0,"September 3, 1967",Elizabeth,New Jersey,Old Dominion University,Old Dominion University,13.4
3146,2010.0,Chris Hunter,C,F,25.0,6-11,211.0,240.0,108.0,111.0,13.0,35.0,167.0,56.0,37.0,270.0,109.0,217.0,0.502,0.502,0.0,4.0,0.0,109.0,213.0,0.512,52.0,69.0,0.754,30.0,132.0,60.0,9.0,783.0,GSW,1984.0,"July 7, 1984",Gary,Indiana,University of Michigan,University of Michigan,12.2
3147,2003.0,Chris Jefferies,SF,G-F,22.0,6-8,203.0,225.0,102.0,43.0,19.0,16.0,59.0,16.0,22.0,197.0,75.0,194.0,0.387,0.433,18.0,54.0,0.33299999999999996,57.0,140.0,0.40700000000000003,29.0,43.0,0.674,45.0,56.0,51.0,10.0,666.0,TOR,1980.0,"February 13, 1980",Fresno,California,"California State University, Fresno","California State University, Fresno",6.8
3148,2004.0,Chris Jefferies,SF-SG,G-F,23.0,6-8,203.0,225.0,102.0,24.0,4.0,7.0,29.0,5.0,7.0,84.0,27.0,72.0,0.375,0.493,17.0,42.0,0.405,10.0,30.0,0.33299999999999996,13.0,20.0,0.65,19.0,36.0,21.0,2.0,195.0,TOT,1980.0,"February 13, 1980",Fresno,California,"California State University, Fresno","California State University, Fresno",8.4
3149,2004.0,Chris Jefferies,SG,G-F,23.0,6-8,203.0,225.0,102.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,6.0,0.5,0.583,1.0,3.0,0.33299999999999996,2.0,3.0,0.667,1.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,TOR,1980.0,"February 13, 1980",Fresno,California,"California State University, Fresno","California State University, Fresno",33.3
3150,2004.0,Chris Jefferies,SF,G-F,23.0,6-8,203.0,225.0,102.0,23.0,4.0,7.0,28.0,5.0,6.0,76.0,24.0,66.0,0.364,0.485,16.0,39.0,0.41,8.0,27.0,0.29600000000000004,12.0,19.0,0.632,18.0,36.0,19.0,2.0,187.0,CHI,1980.0,"February 13, 1980",Fresno,California,"California State University, Fresno","California State University, Fresno",7.4
3151,1994.0,Chris Jent,SF,F,24.0,6-7,201.0,220.0,99.0,11.0,0.0,0.0,15.0,4.0,7.0,31.0,13.0,26.0,0.5,0.5770000000000001,4.0,11.0,0.364,9.0,15.0,0.6,1.0,2.0,0.5,5.0,13.0,3.0,0.0,78.0,HOU,1970.0,"January 11, 1970",Orange,California,Ohio State University,Ohio State University,11.0
3152,1997.0,Chris Jent,SF,F,27.0,6-7,201.0,220.0,99.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,6.0,0.33299999999999996,0.5,2.0,3.0,0.667,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,3.0,0.0,10.0,NYK,1970.0,"January 11, 1970",Orange,California,Ohio State University,Ohio State University,16.0
3166,1994.0,Chris King,SF,F,24.0,6-8,203.0,215.0,97.0,10.0,4.0,0.0,15.0,5.0,11.0,55.0,19.0,48.0,0.396,0.41700000000000004,2.0,7.0,0.28600000000000003,17.0,41.0,0.415,15.0,26.0,0.5770000000000001,12.0,12.0,15.0,0.0,86.0,SEA,1969.0,"July 24, 1969",Newton Grove,North Carolina,Wake Forest University,Wake Forest University,13.1
3167,1996.0,Chris King,SF,F,26.0,6-8,203.0,215.0,97.0,183.0,68.0,33.0,285.0,102.0,104.0,634.0,250.0,585.0,0.42700000000000005,0.465,44.0,113.0,0.389,206.0,472.0,0.436,90.0,136.0,0.662,103.0,163.0,80.0,66.0,1930.0,VAN,1969.0,"July 24, 1969",Newton Grove,North Carolina,Wake Forest University,Wake Forest University,10.8
3168,1999.0,Chris King,SF,F,29.0,6-8,203.0,215.0,97.0,10.0,2.0,1.0,11.0,1.0,1.0,4.0,2.0,7.0,0.28600000000000003,0.28600000000000003,0.0,0.0,,2.0,7.0,0.28600000000000003,0.0,4.0,0.0,4.0,8.0,8.0,0.0,42.0,UTA,1969.0,"July 24, 1969",Newton Grove,North Carolina,Wake Forest University,Wake Forest University,-1.9
3170,2016.0,Chris McCullough,PF,F,20.0,6-11,211.0,200.0,90.0,43.0,28.0,12.0,68.0,25.0,9.0,112.0,44.0,109.0,0.40399999999999997,0.46299999999999997,13.0,34.0,0.382,31.0,75.0,0.413,11.0,23.0,0.478,15.0,39.0,24.0,4.0,362.0,BRK,1995.0,"February 5, 1995",Bronx,New York,Syracuse University,Syracuse University,12.2
3171,2017.0,Chris McCullough,PF,F,21.0,6-11,211.0,200.0,90.0,10.0,2.0,2.0,19.0,9.0,2.0,36.0,16.0,32.0,0.5,0.516,1.0,7.0,0.14300000000000002,15.0,25.0,0.6,3.0,5.0,0.6,3.0,7.0,16.0,0.0,80.0,TOT,1995.0,"February 5, 1995",Bronx,New York,Syracuse University,Syracuse University,15.2
3172,2017.0,Chris McCullough,PF,F,21.0,6-11,211.0,200.0,90.0,8.0,1.0,2.0,17.0,9.0,2.0,35.0,16.0,31.0,0.516,0.532,1.0,6.0,0.16699999999999998,15.0,25.0,0.6,2.0,3.0,0.667,2.0,7.0,14.0,0.0,72.0,BRK,1995.0,"February 5, 1995",Bronx,New York,Syracuse University,Syracuse University,16.8
3173,2017.0,Chris McCullough,PF,F,21.0,6-11,211.0,200.0,90.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,0.5,1.0,0.0,2.0,0.0,8.0,WAS,1995.0,"February 5, 1995",Bronx,New York,Syracuse University,Syracuse University,1.1
3174,1986.0,Chris McNealy,PF,F,24.0,6-7,201.0,210.0,95.0,141.0,38.0,12.0,203.0,62.0,41.0,171.0,70.0,144.0,0.486,0.486,0.0,0.0,,70.0,144.0,0.486,31.0,47.0,0.66,35.0,88.0,30.0,6.0,627.0,NYK,1961.0,"July 15, 1961",Fresno,California,San Jose State University,San Jose State University,13.7
3175,1987.0,Chris McNealy,PF,F,25.0,6-7,201.0,210.0,95.0,153.0,36.0,16.0,227.0,74.0,46.0,228.0,88.0,179.0,0.49200000000000005,0.49200000000000005,0.0,0.0,,88.0,179.0,0.49200000000000005,52.0,80.0,0.65,64.0,136.0,59.0,16.0,972.0,NYK,1961.0,"July 15, 1961",Fresno,California,San Jose State University,San Jose State University,8.7
3176,1988.0,Chris McNealy,PF,F,26.0,6-7,201.0,210.0,95.0,40.0,16.0,2.0,64.0,24.0,23.0,67.0,23.0,74.0,0.311,0.311,0.0,0.0,,23.0,74.0,0.311,21.0,31.0,0.677,17.0,50.0,19.0,0.0,265.0,NYK,1961.0,"July 15, 1961",Fresno,California,San Jose State University,San Jose State University,7.7
3187,1994.0,Chris Mills,SF,F,24.0,6-6,198.0,215.0,97.0,267.0,54.0,50.0,401.0,134.0,128.0,743.0,284.0,677.0,0.419,0.44799999999999995,38.0,122.0,0.311,246.0,555.0,0.44299999999999995,137.0,176.0,0.778,89.0,232.0,79.0,18.0,2022.0,CLE,1970.0,"January 25, 1970",Los Angeles,California,University of Arizona,University of Arizona,12.6
