,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
1941,1987.0,Brad Davis,PG,G,31.0,6-3,190.0,180.0,81.0,87.0,63.0,10.0,114.0,27.0,373.0,577.0,199.0,436.0,0.456,0.493,32.0,106.0,0.302,167.0,330.0,0.506,147.0,171.0,0.86,114.0,159.0,82.0,6.0,1582.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,14.5
1942,1988.0,Brad Davis,PG,G,32.0,6-3,190.0,180.0,81.0,84.0,51.0,18.0,102.0,18.0,303.0,537.0,208.0,415.0,0.501,0.537,30.0,74.0,0.405,178.0,341.0,0.522,91.0,108.0,0.843,91.0,149.0,75.0,12.0,1480.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,14.5
1943,1989.0,Brad Davis,PG,G,33.0,6-3,190.0,180.0,81.0,94.0,48.0,18.0,108.0,14.0,242.0,497.0,183.0,379.0,0.483,0.525,32.0,102.0,0.314,151.0,277.0,0.545,99.0,123.0,0.805,92.0,151.0,78.0,4.0,1395.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,13.3
1944,1990.0,Brad Davis,PG,G,34.0,6-3,190.0,180.0,81.0,81.0,47.0,9.0,93.0,12.0,242.0,470.0,179.0,365.0,0.49,0.5379999999999999,35.0,104.0,0.337,144.0,261.0,0.552,77.0,100.0,0.77,86.0,151.0,73.0,2.0,1292.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,13.7
1945,1991.0,Brad Davis,PG,G,35.0,6-3,190.0,180.0,81.0,105.0,45.0,17.0,118.0,13.0,230.0,431.0,159.0,373.0,0.426,0.456,22.0,85.0,0.259,137.0,288.0,0.47600000000000003,91.0,118.0,0.7709999999999999,77.0,212.0,80.0,6.0,1426.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,10.3
1946,1992.0,Brad Davis,PG,G,36.0,6-3,190.0,180.0,81.0,29.0,11.0,3.0,33.0,4.0,66.0,92.0,38.0,86.0,0.442,0.47100000000000003,5.0,18.0,0.278,33.0,68.0,0.485,11.0,15.0,0.733,27.0,57.0,33.0,0.0,429.0,DAL,1955.0,"December 17, 1955",Monaca,Pennsylvania,University of Maryland,University of Maryland,7.2
1949,1982.0,Brad Holland,SG,G,25.0,6-3,190.0,180.0,81.0,7.0,11.0,1.0,13.0,6.0,18.0,57.0,27.0,78.0,0.34600000000000003,0.34600000000000003,0.0,3.0,0.0,27.0,75.0,0.36,3.0,6.0,0.5,8.0,13.0,14.0,3.0,194.0,TOT,1956.0,"December 6, 1956",Billings,Montana,"University of California, Los Angeles","University of California, Los Angeles",6.8
1950,1982.0,Brad Holland,SG,G,25.0,6-3,190.0,180.0,81.0,7.0,11.0,1.0,13.0,6.0,16.0,57.0,27.0,73.0,0.37,0.37,0.0,3.0,0.0,27.0,70.0,0.386,3.0,4.0,0.75,7.0,12.0,13.0,3.0,185.0,WSB,1956.0,"December 6, 1956",Billings,Montana,"University of California, Los Angeles","University of California, Los Angeles",8.2
1951,1982.0,Brad Holland,SG,G,25.0,6-3,190.0,180.0,81.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,MIL,1956.0,"December 6, 1956",Billings,Montana,"University of California, Los Angeles","University of California, Los Angeles",-21.5
1997,2013.0,Bradley Beal,SG,G,19.0,6-5,196.0,207.0,93.0,168.0,50.0,29.0,211.0,43.0,137.0,780.0,282.0,687.0,0.41,0.47700000000000004,91.0,236.0,0.386,191.0,451.0,0.424,125.0,159.0,0.7859999999999999,90.0,113.0,56.0,46.0,1745.0,WAS,1993.0,"June 28, 1993",St. Louis,Missouri,University of Florida,University of Florida,13.6
1998,2014.0,Bradley Beal,SG,G,20.0,6-5,196.0,207.0,93.0,219.0,71.0,18.0,273.0,54.0,243.0,1249.0,481.0,1149.0,0.419,0.479,138.0,343.0,0.402,343.0,806.0,0.426,149.0,189.0,0.7879999999999999,128.0,153.0,73.0,73.0,2530.0,WAS,1993.0,"June 28, 1993",St. Louis,Missouri,University of Florida,University of Florida,14.3
1999,2015.0,Bradley Beal,SG,G,21.0,6-5,196.0,207.0,93.0,184.0,76.0,18.0,241.0,57.0,194.0,962.0,363.0,851.0,0.42700000000000005,0.489,106.0,259.0,0.409,257.0,592.0,0.434,130.0,166.0,0.7829999999999999,123.0,136.0,63.0,59.0,2107.0,WAS,1993.0,"June 28, 1993",St. Louis,Missouri,University of Florida,University of Florida,14.0
2000,2016.0,Bradley Beal,SG,G,22.0,6-5,196.0,207.0,93.0,147.0,54.0,11.0,188.0,41.0,162.0,958.0,359.0,799.0,0.449,0.515,105.0,271.0,0.387,254.0,528.0,0.48100000000000004,135.0,176.0,0.767,112.0,117.0,55.0,35.0,1708.0,WAS,1993.0,"June 28, 1993",St. Louis,Missouri,University of Florida,University of Florida,15.5
2001,2017.0,Bradley Beal,SG,G,23.0,6-5,196.0,207.0,93.0,186.0,83.0,21.0,239.0,53.0,267.0,1779.0,637.0,1322.0,0.48200000000000004,0.5660000000000001,223.0,552.0,0.40399999999999997,414.0,770.0,0.5379999999999999,282.0,342.0,0.825,157.0,169.0,77.0,77.0,2684.0,WAS,1993.0,"June 28, 1993",St. Louis,Missouri,University of Florida,University of Florida,20.1
2022,2005.0,Brandin Knight,PG,G,23.0,6-0,178.0,180.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,3.0,HOU,1975.0,"December 16, 1981",Livingston,New Jersey,Stanford University,University of Pittsburgh,-1.2
2023,2002.0,Brandon Armstrong,SG,G,21.0,6-5,196.0,188.0,85.0,6.0,7.0,1.0,16.0,10.0,8.0,64.0,27.0,85.0,0.318,0.34700000000000003,5.0,17.0,0.294,22.0,68.0,0.324,5.0,10.0,0.5,8.0,26.0,35.0,0.0,196.0,NJN,1980.0,"June 16, 1980",San Francisco,California,Pepperdine University,Pepperdine University,3.8
2024,2003.0,Brandon Armstrong,SG,G,22.0,6-5,196.0,188.0,85.0,4.0,3.0,1.0,4.0,0.0,2.0,24.0,9.0,27.0,0.33299999999999996,0.35200000000000004,1.0,6.0,0.16699999999999998,8.0,21.0,0.381,5.0,6.0,0.833,5.0,8.0,17.0,0.0,69.0,NJN,1980.0,"June 16, 1980",San Francisco,California,Pepperdine University,Pepperdine University,3.9
2025,2004.0,Brandon Armstrong,SG,G,23.0,6-5,196.0,188.0,85.0,31.0,12.0,2.0,43.0,12.0,14.0,151.0,65.0,175.0,0.371,0.426,19.0,52.0,0.365,46.0,123.0,0.374,2.0,4.0,0.5,24.0,49.0,56.0,0.0,434.0,NJN,1980.0,"June 16, 1980",San Francisco,California,Pepperdine University,Pepperdine University,5.5
2045,2012.0,Brandon Knight,PG,G,20.0,6-3,178.0,189.0,78.0,178.0,49.0,10.0,211.0,33.0,251.0,847.0,319.0,769.0,0.415,0.483,105.0,276.0,0.38,214.0,493.0,0.434,104.0,137.0,0.759,171.0,154.0,66.0,60.0,2129.0,DET,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,11.7
2046,2013.0,Brandon Knight,PG,G,21.0,6-3,178.0,189.0,78.0,193.0,58.0,8.0,247.0,54.0,303.0,999.0,357.0,878.0,0.40700000000000003,0.475,120.0,327.0,0.36700000000000005,237.0,551.0,0.43,165.0,225.0,0.733,205.0,157.0,75.0,75.0,2365.0,DET,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,12.0
2047,2014.0,Brandon Knight,PG,G,22.0,6-3,178.0,189.0,78.0,209.0,69.0,17.0,255.0,46.0,352.0,1291.0,461.0,1092.0,0.42200000000000004,0.473,110.0,338.0,0.325,351.0,754.0,0.466,259.0,323.0,0.802,188.0,146.0,72.0,69.0,2400.0,MIL,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,16.5
2048,2015.0,Brandon Knight,PG-SG,G,23.0,6-3,178.0,189.0,78.0,216.0,90.0,10.0,244.0,28.0,330.0,1070.0,375.0,888.0,0.42200000000000004,0.493,125.0,321.0,0.389,250.0,567.0,0.441,195.0,223.0,0.8740000000000001,189.0,114.0,63.0,61.0,2035.0,TOT,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,17.1
2049,2015.0,Brandon Knight,PG,G,23.0,6-3,178.0,189.0,78.0,195.0,84.0,9.0,221.0,26.0,281.0,923.0,324.0,745.0,0.435,0.505,104.0,254.0,0.409,220.0,491.0,0.44799999999999995,171.0,194.0,0.8809999999999999,166.0,93.0,52.0,52.0,1688.0,MIL,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,18.5
2050,2015.0,Brandon Knight,SG,G,23.0,6-3,178.0,189.0,78.0,21.0,6.0,1.0,23.0,2.0,49.0,147.0,51.0,143.0,0.35700000000000004,0.43,21.0,67.0,0.313,30.0,76.0,0.395,24.0,29.0,0.828,23.0,21.0,11.0,9.0,347.0,PHO,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,10.5
2051,2016.0,Brandon Knight,SG,G,24.0,6-3,178.0,189.0,78.0,166.0,61.0,20.0,202.0,36.0,263.0,1018.0,371.0,895.0,0.415,0.48200000000000004,120.0,351.0,0.342,251.0,544.0,0.461,156.0,183.0,0.852,177.0,124.0,52.0,50.0,1870.0,PHO,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,14.7
2052,2017.0,Brandon Knight,SG,G,25.0,6-3,178.0,189.0,78.0,93.0,27.0,5.0,118.0,25.0,130.0,595.0,209.0,525.0,0.39799999999999996,0.441,45.0,139.0,0.324,164.0,386.0,0.425,132.0,154.0,0.857,89.0,87.0,54.0,5.0,1140.0,PHO,1975.0,"December 2, 1991",Livingston,New Jersey,Stanford University,University of Kentucky,12.3
2053,2007.0,Brandon Roy,SG,G,22.0,6-6,198.0,215.0,97.0,192.0,67.0,10.0,250.0,58.0,230.0,955.0,349.0,765.0,0.456,0.49200000000000005,55.0,146.0,0.377,294.0,619.0,0.475,202.0,241.0,0.838,116.0,139.0,57.0,55.0,2015.0,POR,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,18.0
2054,2008.0,Brandon Roy,SG,G,23.0,6-6,198.0,215.0,97.0,267.0,79.0,16.0,348.0,81.0,430.0,1416.0,531.0,1170.0,0.45399999999999996,0.485,73.0,215.0,0.34,458.0,955.0,0.48,281.0,373.0,0.753,136.0,147.0,74.0,74.0,2792.0,POR,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,19.4
2055,2009.0,Brandon Roy,SG,G,24.0,6-6,198.0,215.0,97.0,266.0,88.0,22.0,370.0,104.0,400.0,1765.0,633.0,1318.0,0.48,0.512,83.0,220.0,0.377,550.0,1098.0,0.501,416.0,505.0,0.8240000000000001,152.0,127.0,78.0,78.0,2903.0,POR,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,24.0
2056,2010.0,Brandon Roy,SG,G,25.0,6-6,198.0,215.0,97.0,212.0,61.0,16.0,285.0,73.0,305.0,1398.0,491.0,1038.0,0.473,0.508,73.0,221.0,0.33,418.0,817.0,0.512,343.0,440.0,0.78,129.0,136.0,65.0,65.0,2419.0,POR,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,21.3
2057,2011.0,Brandon Roy,SG,G,26.0,6-6,198.0,215.0,97.0,93.0,37.0,12.0,121.0,28.0,129.0,573.0,209.0,523.0,0.4,0.436,38.0,114.0,0.33299999999999996,171.0,409.0,0.418,117.0,138.0,0.848,55.0,76.0,47.0,23.0,1310.0,POR,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,13.9
2058,2013.0,Brandon Roy,SG,G,28.0,6-6,198.0,215.0,97.0,11.0,3.0,0.0,14.0,3.0,23.0,29.0,11.0,35.0,0.314,0.314,0.0,9.0,0.0,11.0,26.0,0.423,7.0,10.0,0.7,7.0,5.0,5.0,5.0,122.0,MIN,1984.0,"July 23, 1984",Seattle,Washington,University of Washington,University of Washington,8.3
2059,2009.0,Brandon Rush,SG,G-F,23.0,6-6,198.0,220.0,99.0,199.0,38.0,37.0,233.0,34.0,66.0,610.0,243.0,575.0,0.423,0.49,78.0,209.0,0.373,165.0,366.0,0.451,46.0,66.0,0.6970000000000001,75.0,128.0,75.0,19.0,1803.0,IND,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,9.0
2060,2010.0,Brandon Rush,SG,G-F,24.0,6-6,198.0,220.0,99.0,305.0,56.0,65.0,346.0,41.0,112.0,774.0,297.0,702.0,0.423,0.511,124.0,302.0,0.41100000000000003,173.0,400.0,0.433,56.0,89.0,0.629,93.0,159.0,82.0,64.0,2491.0,IND,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,9.6
2061,2011.0,Brandon Rush,SG,G-F,25.0,6-6,198.0,220.0,99.0,184.0,41.0,35.0,217.0,33.0,62.0,607.0,217.0,515.0,0.42100000000000004,0.512,93.0,223.0,0.41700000000000004,124.0,292.0,0.425,80.0,106.0,0.755,69.0,107.0,67.0,21.0,1754.0,IND,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,10.6
2062,2012.0,Brandon Rush,SF,G-F,26.0,6-6,198.0,220.0,99.0,218.0,35.0,58.0,251.0,33.0,88.0,634.0,235.0,469.0,0.501,0.607,99.0,219.0,0.452,136.0,250.0,0.544,65.0,82.0,0.7929999999999999,68.0,64.0,65.0,1.0,1717.0,GSW,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,15.2
2063,2013.0,Brandon Rush,SF,G-F,27.0,6-6,198.0,220.0,99.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,6.0,9.0,0.667,0.667,0.0,2.0,0.0,6.0,7.0,0.857,2.0,3.0,0.667,3.0,5.0,2.0,0.0,25.0,GSW,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,11.9
2064,2014.0,Brandon Rush,SG,G-F,28.0,6-6,198.0,220.0,99.0,39.0,5.0,9.0,44.0,5.0,24.0,79.0,30.0,90.0,0.33299999999999996,0.42200000000000004,16.0,47.0,0.34,14.0,43.0,0.326,3.0,5.0,0.6,20.0,31.0,38.0,0.0,418.0,UTA,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,4.1
2065,2015.0,Brandon Rush,SG,G-F,29.0,6-6,198.0,220.0,99.0,37.0,5.0,12.0,41.0,4.0,12.0,30.0,11.0,54.0,0.204,0.231,3.0,27.0,0.111,8.0,27.0,0.29600000000000004,5.0,11.0,0.455,11.0,27.0,33.0,0.0,271.0,GSW,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,0.8
2066,2016.0,Brandon Rush,SG,G-F,30.0,6-6,198.0,220.0,99.0,160.0,20.0,23.0,181.0,21.0,57.0,305.0,111.0,260.0,0.42700000000000005,0.552,65.0,157.0,0.414,46.0,103.0,0.447,18.0,28.0,0.643,33.0,57.0,72.0,25.0,1055.0,GSW,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,10.1
2067,2017.0,Brandon Rush,SG,G-F,31.0,6-6,198.0,220.0,99.0,83.0,22.0,23.0,99.0,16.0,45.0,197.0,70.0,187.0,0.374,0.49200000000000005,44.0,114.0,0.386,26.0,73.0,0.35600000000000004,13.0,18.0,0.722,28.0,42.0,47.0,33.0,1030.0,MIN,1985.0,"July 7, 1985",Kansas City,Missouri,University of Kansas,University of Kansas,6.6
2068,1998.0,Brandon Williams,SG,G,22.0,6-6,198.0,215.0,97.0,11.0,6.0,3.0,15.0,4.0,3.0,37.0,16.0,50.0,0.32,0.35,3.0,9.0,0.33299999999999996,13.0,41.0,0.317,2.0,4.0,0.5,9.0,18.0,9.0,2.0,140.0,GSW,1975.0,"February 27, 1975",Collinston,Louisiana,Davidson College,Davidson College,2.9
2069,1999.0,Brandon Williams,SG,G,23.0,6-6,198.0,215.0,97.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2.0,4.0,0.5,0.0,0.0,3.0,0.0,4.0,SAS,1975.0,"February 27, 1975",Collinston,Louisiana,Davidson College,Davidson College,24.4
2070,2003.0,Brandon Williams,SF,G,27.0,6-6,198.0,215.0,97.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,7.0,0.14300000000000002,0.14300000000000002,0.0,1.0,0.0,1.0,6.0,0.16699999999999998,0.0,0.0,,3.0,4.0,6.0,0.0,19.0,ATL,1975.0,"February 27, 1975",Collinston,Louisiana,Davidson College,Davidson College,-10.4
2090,1996.0,Brent Barry,SG,G,24.0,6-6,198.0,185.0,83.0,130.0,95.0,22.0,168.0,38.0,230.0,800.0,283.0,597.0,0.474,0.5770000000000001,123.0,296.0,0.41600000000000004,160.0,301.0,0.532,111.0,137.0,0.81,120.0,196.0,79.0,44.0,1898.0,LAC,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,15.9
2091,1997.0,Brent Barry,SG,G,25.0,6-6,198.0,185.0,83.0,80.0,51.0,15.0,110.0,30.0,154.0,442.0,155.0,379.0,0.409,0.483,56.0,173.0,0.324,99.0,206.0,0.48100000000000004,76.0,93.0,0.8170000000000001,76.0,88.0,59.0,0.0,1094.0,LAC,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,15.0
2092,1998.0,Brent Barry,SG,G,26.0,6-6,198.0,185.0,83.0,142.0,64.0,27.0,171.0,29.0,153.0,631.0,213.0,506.0,0.42100000000000004,0.51,90.0,229.0,0.39299999999999996,123.0,277.0,0.444,115.0,134.0,0.858,104.0,118.0,58.0,36.0,1600.0,TOT,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,14.3
2093,1998.0,Brent Barry,SG,G,26.0,6-6,198.0,185.0,83.0,116.0,50.0,23.0,143.0,27.0,132.0,561.0,190.0,444.0,0.428,0.516,78.0,195.0,0.4,112.0,249.0,0.45,103.0,122.0,0.8440000000000001,95.0,88.0,41.0,36.0,1341.0,LAC,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,14.9
2094,1998.0,Brent Barry,SG,G,26.0,6-6,198.0,185.0,83.0,26.0,14.0,4.0,28.0,2.0,21.0,70.0,23.0,62.0,0.371,0.46799999999999997,12.0,34.0,0.353,11.0,28.0,0.39299999999999996,12.0,12.0,1.0,9.0,30.0,17.0,0.0,259.0,MIA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,11.2
2095,1999.0,Brent Barry,SG,G,27.0,6-6,198.0,185.0,83.0,105.0,42.0,11.0,144.0,39.0,116.0,412.0,141.0,356.0,0.396,0.469,52.0,172.0,0.302,89.0,184.0,0.484,78.0,101.0,0.772,72.0,98.0,37.0,30.0,1181.0,CHI,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,12.9
2096,2000.0,Brent Barry,SG,G,28.0,6-6,198.0,185.0,83.0,322.0,103.0,31.0,372.0,50.0,291.0,945.0,327.0,707.0,0.46299999999999997,0.579,164.0,399.0,0.41100000000000003,163.0,308.0,0.529,127.0,157.0,0.809,142.0,228.0,80.0,74.0,2726.0,SEA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,14.6
2097,2001.0,Brent Barry,SG,G,29.0,6-6,198.0,185.0,83.0,178.0,80.0,14.0,211.0,33.0,225.0,589.0,198.0,401.0,0.494,0.63,109.0,229.0,0.47600000000000003,89.0,172.0,0.517,84.0,103.0,0.816,86.0,126.0,67.0,20.0,1778.0,SEA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,16.6
2098,2002.0,Brent Barry,SG,G,30.0,6-6,198.0,185.0,83.0,383.0,147.0,37.0,441.0,58.0,426.0,1164.0,401.0,790.0,0.508,0.611,164.0,387.0,0.424,237.0,403.0,0.588,198.0,234.0,0.846,165.0,182.0,81.0,81.0,3040.0,SEA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,19.3
2099,2003.0,Brent Barry,SG,G,31.0,6-6,198.0,185.0,83.0,253.0,113.0,15.0,301.0,48.0,384.0,774.0,264.0,577.0,0.45799999999999996,0.56,118.0,293.0,0.40299999999999997,146.0,284.0,0.514,128.0,161.0,0.795,142.0,199.0,75.0,68.0,2480.0,SEA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,15.8
2100,2004.0,Brent Barry,SG,G,32.0,6-6,198.0,185.0,83.0,183.0,85.0,16.0,204.0,21.0,342.0,635.0,215.0,427.0,0.504,0.637,114.0,252.0,0.452,101.0,175.0,0.5770000000000001,91.0,110.0,0.8270000000000001,139.0,121.0,59.0,53.0,1803.0,SEA,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,18.3
2101,2005.0,Brent Barry,SG,G,33.0,6-6,198.0,185.0,83.0,161.0,39.0,20.0,190.0,29.0,178.0,601.0,194.0,459.0,0.423,0.532,100.0,280.0,0.35700000000000004,94.0,179.0,0.525,113.0,135.0,0.8370000000000001,64.0,123.0,81.0,8.0,1742.0,SAS,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,14.0
2102,2006.0,Brent Barry,SG,G,34.0,6-6,198.0,185.0,83.0,130.0,39.0,27.0,159.0,29.0,123.0,431.0,156.0,345.0,0.452,0.568,80.0,202.0,0.396,76.0,143.0,0.531,39.0,59.0,0.6609999999999999,52.0,99.0,74.0,5.0,1259.0,SAS,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,14.8
2103,2007.0,Brent Barry,SG,G,35.0,6-6,198.0,185.0,83.0,143.0,56.0,12.0,160.0,17.0,138.0,635.0,202.0,425.0,0.475,0.626,128.0,287.0,0.446,74.0,138.0,0.536,103.0,117.0,0.88,61.0,88.0,75.0,28.0,1631.0,SAS,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,16.6
2104,2008.0,Brent Barry,SF,G,36.0,6-6,198.0,185.0,83.0,43.0,17.0,3.0,55.0,12.0,54.0,221.0,77.0,160.0,0.48100000000000004,0.631,48.0,112.0,0.429,29.0,48.0,0.604,19.0,20.0,0.95,18.0,43.0,31.0,1.0,554.0,SAS,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,16.7
2105,2009.0,Brent Barry,SG,G,37.0,6-6,198.0,185.0,83.0,77.0,24.0,3.0,94.0,17.0,78.0,208.0,70.0,172.0,0.40700000000000003,0.5489999999999999,49.0,131.0,0.374,21.0,41.0,0.512,19.0,20.0,0.95,48.0,45.0,56.0,1.0,857.0,HOU,1971.0,"December 31, 1971",Hempstead,New York,Oregon State University,Oregon State University,9.2
2106,1993.0,Brent Price,PG,G,24.0,6-1,185.0,165.0,74.0,75.0,56.0,3.0,103.0,28.0,154.0,262.0,100.0,279.0,0.358,0.373,8.0,48.0,0.16699999999999998,92.0,231.0,0.39799999999999996,54.0,68.0,0.794,85.0,90.0,68.0,9.0,859.0,WSB,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,9.3
2107,1994.0,Brent Price,PG,G,25.0,6-1,185.0,165.0,74.0,59.0,55.0,2.0,90.0,31.0,213.0,400.0,141.0,326.0,0.433,0.509,50.0,150.0,0.33299999999999996,91.0,176.0,0.517,68.0,87.0,0.782,119.0,114.0,65.0,13.0,1035.0,WSB,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,13.2
2108,1996.0,Brent Price,PG,G,27.0,6-1,185.0,165.0,74.0,190.0,78.0,4.0,228.0,38.0,416.0,810.0,252.0,534.0,0.47200000000000003,0.602,139.0,301.0,0.462,113.0,233.0,0.485,167.0,191.0,0.8740000000000001,153.0,184.0,81.0,50.0,2042.0,WSB,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,17.5
2109,1997.0,Brent Price,PG,G,28.0,6-1,185.0,165.0,74.0,19.0,17.0,0.0,29.0,10.0,65.0,126.0,44.0,105.0,0.419,0.5,17.0,53.0,0.321,27.0,52.0,0.519,21.0,21.0,1.0,32.0,34.0,25.0,0.0,390.0,HOU,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,12.0
2110,1998.0,Brent Price,PG,G,29.0,6-1,185.0,165.0,74.0,70.0,52.0,4.0,107.0,37.0,192.0,406.0,128.0,310.0,0.413,0.531,73.0,187.0,0.39,55.0,123.0,0.447,77.0,98.0,0.7859999999999999,111.0,163.0,72.0,2.0,1332.0,HOU,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,10.9
2111,1999.0,Brent Price,PG,G,30.0,6-1,185.0,165.0,74.0,60.0,33.0,1.0,78.0,18.0,113.0,292.0,100.0,207.0,0.483,0.594,46.0,112.0,0.41100000000000003,54.0,95.0,0.568,46.0,61.0,0.754,65.0,90.0,40.0,6.0,806.0,HOU,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,15.0
2112,2000.0,Brent Price,PG,G,31.0,6-1,185.0,165.0,74.0,29.0,17.0,1.0,37.0,8.0,69.0,141.0,41.0,119.0,0.345,0.45,25.0,68.0,0.368,16.0,51.0,0.314,34.0,39.0,0.872,47.0,63.0,41.0,0.0,424.0,VAN,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,9.5
2113,2001.0,Brent Price,PG,G,32.0,6-1,185.0,165.0,74.0,3.0,2.0,0.0,4.0,1.0,5.0,13.0,3.0,11.0,0.273,0.318,1.0,4.0,0.25,2.0,7.0,0.28600000000000003,6.0,7.0,0.857,4.0,8.0,6.0,0.0,30.0,VAN,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,9.4
2114,2002.0,Brent Price,PG,G,33.0,6-1,185.0,165.0,74.0,4.0,3.0,1.0,8.0,4.0,9.0,31.0,9.0,27.0,0.33299999999999996,0.40700000000000003,4.0,15.0,0.267,5.0,12.0,0.41700000000000004,9.0,13.0,0.6920000000000001,10.0,13.0,20.0,0.0,89.0,SAC,1968.0,"December 9, 1968",Shawnee,Oklahoma,University of Oklahoma,University of Oklahoma,6.6
2118,1998.0,Brevin Knight,PG,G,22.0,5-10,178.0,173.0,78.0,186.0,196.0,18.0,253.0,67.0,656.0,723.0,261.0,592.0,0.441,0.441,0.0,7.0,0.0,261.0,585.0,0.446,201.0,251.0,0.8009999999999999,194.0,271.0,80.0,76.0,2483.0,CLE,1975.0,"November 8, 1975",Livingston,New Jersey,Stanford University,Stanford University,17.1
2119,1999.0,Brevin Knight,PG,G,23.0,5-10,178.0,173.0,78.0,115.0,70.0,7.0,131.0,16.0,302.0,373.0,134.0,315.0,0.425,0.425,0.0,5.0,0.0,134.0,310.0,0.43200000000000005,105.0,141.0,0.745,105.0,115.0,39.0,38.0,1186.0,CLE,1975.0,"November 8, 1975",Livingston,New Jersey,Stanford University,Stanford University,16.6
